"Ateneo","Classe","Nome Corso","ID Indicatore","Descrizione indicatore","Anno accademico","Indicatore"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","468.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","223.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200002 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","878.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200002 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","549.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200002 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","547.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200002 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","657.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200002 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","657.000"
"Università di Ferrara","L-2 - Biotecnologie","0380106200200002 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","964.000"
"Università di Firenze","L-2 - Biotecnologie","0480106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","298.000"
"Università di Firenze","L-2 - Biotecnologie","0480106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","325.000"
"Università di Firenze","L-2 - Biotecnologie","0480106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","335.000"
"Università di Firenze","L-2 - Biotecnologie","0480106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","213.000"
"Università di Firenze","L-2 - Biotecnologie","0480106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","232.000"
"Università di Firenze","L-2 - Biotecnologie","0480106200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","243.000"
"Università di Foggia","L-2 - Biotecnologie","0710107320200001 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","64.000"
"Università di Foggia","L-2 - Biotecnologie","0710107320200001 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","73.000"
"Università di Genova","L-2 - Biotecnologie","0100106200200004 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","599.000"
"Università di Genova","L-2 - Biotecnologie","0100106200200004 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","97.000"
"Università di Genova","L-2 - Biotecnologie","0100106200200004 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","96.000"
"Università di Genova","L-2 - Biotecnologie","0100106200200004 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","71.000"
"Università di Genova","L-2 - Biotecnologie","0100106200200004 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","99.000"
"Università di Genova","L-2 - Biotecnologie","0100106200200004 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","30.000"
"Università dell'Insubria","L-2 - Biotecnologie","0120206200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","123.000"
"Università dell'Insubria","L-2 - Biotecnologie","0120206200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","108.000"
"Università dell'Insubria","L-2 - Biotecnologie","0120206200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","162.000"
"Università dell'Insubria","L-2 - Biotecnologie","0120206200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","176.000"
"Università dell'Insubria","L-2 - Biotecnologie","0120206200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","170.000"
"Università dell'Insubria","L-2 - Biotecnologie","0120206200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","177.000"
"Università de L'Aquila","L-2 - Biotecnologie","0660106200200008 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","126.000"
"Università de L'Aquila","L-2 - Biotecnologie","0660106200200008 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","99.000"
"Università de L'Aquila","L-2 - Biotecnologie","0660106200200008 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","109.000"
"Università de L'Aquila","L-2 - Biotecnologie","0660106200200008 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","107.000"
"Università de L'Aquila","L-2 - Biotecnologie","0660106200200008 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","104.000"
"Università de L'Aquila","L-2 - Biotecnologie","0660106200200008 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","109.000"
"Università del SALENTO","L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","91.000"
"Università del SALENTO","L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","129.000"
"Università del SALENTO","L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","130.000"
"Università del SALENTO","L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","125.000"
"Università del SALENTO","L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","116.000"
"Università del SALENTO","L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","126.000"
"Università di Messina","L-2 - Biotecnologie","0830106200200003 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","87.000"
"Università di Messina","L-2 - Biotecnologie","0830106200200003 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","118.000"
"Università di Messina","L-2 - Biotecnologie","0830106200200003 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","136.000"
"Università di Messina","L-2 - Biotecnologie","0830106200200003 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","152.000"
"Università di Messina","L-2 - Biotecnologie","0830106200200003 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","108.000"
"Università di Messina","L-2 - Biotecnologie","0830106200200003 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","63.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200003 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","136.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200003 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","132.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200003 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","121.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200003 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","107.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200003 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","121.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200003 - Biotecnologie mediche","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","137.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200016 - Biotecnologia","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","253.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200016 - Biotecnologia","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","277.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200016 - Biotecnologia","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","260.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200016 - Biotecnologia","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","244.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200016 - Biotecnologia","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","223.000"
"Università di Milano","L-2 - Biotecnologie","0150106200200016 - Biotecnologia","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","223.000"
"Bicocca","L-2 - Biotecnologie","0150906200200008 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","153.000"
"Bicocca","L-2 - Biotecnologie","0150906200200008 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","190.000"
"Bicocca","L-2 - Biotecnologie","0150906200200008 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","177.000"
"Bicocca","L-2 - Biotecnologie","0150906200200008 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","174.000"
"Bicocca","L-2 - Biotecnologie","0150906200200008 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","180.000"
"Bicocca","L-2 - Biotecnologie","0150906200200008 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","209.000"
"San Raffaele","L-2 - Biotecnologie","0150806200200002 - Ricerca biotecnologica in medicina","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","45.000"
"San Raffaele","L-2 - Biotecnologie","0150806200200002 - Ricerca biotecnologica in medicina","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","52.000"
"San Raffaele","L-2 - Biotecnologie","0150806200200002 - Ricerca biotecnologica in medicina","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","50.000"
"San Raffaele","L-2 - Biotecnologie","0150806200200002 - Ricerca biotecnologica in medicina","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","49.000"
"San Raffaele","L-2 - Biotecnologie","0150806200200002 - Ricerca biotecnologica in medicina","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","43.000"
"San Raffaele","L-2 - Biotecnologie","0150806200200002 - Ricerca biotecnologica in medicina","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","35.000"
"Università di Modena e Reggio Emilia","L-2 - Biotecnologie","0360106200200001 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","42.000"
"Università di Modena e Reggio Emilia","L-2 - Biotecnologie","0360106200200001 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","74.000"
"Università di Modena e Reggio Emilia","L-2 - Biotecnologie","0360106200200001 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","78.000"
"Università di Modena e Reggio Emilia","L-2 - Biotecnologie","0360106200200001 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","70.000"
"Università di Modena e Reggio Emilia","L-2 - Biotecnologie","0360106200200001 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","61.000"
"Università di Modena e Reggio Emilia","L-2 - Biotecnologie","0360106200200001 - BIOTECNOLOGIE","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","77.000"
"Federico II","L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","64.000"
"Federico II","L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","69.000"
"Federico II","L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","59.000"
"Federico II","L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","73.000"
"Federico II","L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","87.000"
"Federico II","L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","60.000"
"Federico II","L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","453.000"
"Federico II","L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","431.000"
"Federico II","L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","439.000"
"Federico II","L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","441.000"
"Federico II","L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","453.000"
"Federico II","L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","461.000"
"Università Vanvitelli","L-2 - Biotecnologie","0630606200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","201.000"
"Università Vanvitelli","L-2 - Biotecnologie","0630606200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","202.000"
"Università Vanvitelli","L-2 - Biotecnologie","0630606200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","191.000"
"Università Vanvitelli","L-2 - Biotecnologie","0630606200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","120.000"
"Università Vanvitelli","L-2 - Biotecnologie","0630606200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","160.000"
"Università Vanvitelli","L-2 - Biotecnologie","0630606200200002 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2025","124.000"
"Università di Padova","L-2 - Biotecnologie","0280106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2020","167.000"
"Università di Padova","L-2 - Biotecnologie","0280106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2021","301.000"
"Università di Padova","L-2 - Biotecnologie","0280106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2022","255.000"
"Università di Padova","L-2 - Biotecnologie","0280106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2023","189.000"
"Università di Padova","L-2 - Biotecnologie","0280106200200001 - Biotecnologie","iC00a","Avvii di carriera al primo anno* (L; LMCU; LM)","2024","207.000"
