AnnoA;ClasseNUMERO;ClasseNOME;Sesso;Imm
2011/2012;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;7401
2011/2012;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3173
2011/2012;L/SNT2;Professioni sanitarie della riabilitazione;F;1488
2011/2012;L/SNT2;Professioni sanitarie della riabilitazione;M;649
2011/2012;L/SNT3;Professioni sanitarie tecniche;F;1260
2011/2012;L/SNT3;Professioni sanitarie tecniche;M;866
2011/2012;L/SNT4;Professioni sanitarie della prevenzione;F;294
2011/2012;L/SNT4;Professioni sanitarie della prevenzione;M;266
2011/2012;L-1;Beni culturali;F;3341
2011/2012;L-1;Beni culturali;M;999
2011/2012;L-10;Lettere;F;4949
2011/2012;L-10;Lettere;M;1735
2011/2012;L-11;Lingue e culture moderne;F;9067
2011/2012;L-11;Lingue e culture moderne;M;2196
2011/2012;L-12;Mediazione linguistica;F;5926
2011/2012;L-12;Mediazione linguistica;M;1191
2011/2012;L-13;Scienze biologiche;F;5472
2011/2012;L-13;Scienze biologiche;M;2159
2011/2012;L-14;Scienze dei servizi giuridici;F;2147
2011/2012;L-14;Scienze dei servizi giuridici;M;1592
2011/2012;L-15;Scienze del turismo;F;1738
2011/2012;L-15;Scienze del turismo;M;603
2011/2012;L-16;Scienze dell'amministrazione e dell'organizzazione;F;1302
2011/2012;L-16;Scienze dell'amministrazione e dell'organizzazione;M;1173
2011/2012;L-17;Scienze dell'architettura;F;1783
2011/2012;L-17;Scienze dell'architettura;M;1505
2011/2012;L-18;Scienze dell'economia e della gestione aziendale;F;13877
2011/2012;L-18;Scienze dell'economia e della gestione aziendale;M;15397
2011/2012;L-19;Scienze dell'educazione e della formazione;F;9062
2011/2012;L-19;Scienze dell'educazione e della formazione;M;792
2011/2012;L-2;Biotecnologie;F;2572
2011/2012;L-2;Biotecnologie;M;1477
2011/2012;L-20;Scienze della comunicazione;F;5464
2011/2012;L-20;Scienze della comunicazione;M;2578
2011/2012;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;275
2011/2012;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;359
2011/2012;L-22;Scienze delle attività motorie e sportive;F;1677
2011/2012;L-22;Scienze delle attività motorie e sportive;M;3535
2011/2012;L-23;Scienze e tecniche dell'edilizia;F;955
2011/2012;L-23;Scienze e tecniche dell'edilizia;M;1381
2011/2012;L-24;Scienze e tecniche psicologiche;F;6495
2011/2012;L-24;Scienze e tecniche psicologiche;M;1741
2011/2012;L-25;Scienze e tecnologie agrarie e forestali;F;1045
2011/2012;L-25;Scienze e tecnologie agrarie e forestali;M;2359
2011/2012;L-26;Scienze e tecnologie alimentari;F;1948
2011/2012;L-26;Scienze e tecnologie alimentari;M;1274
2011/2012;L-27;Scienze e tecnologie chimiche;F;2001
2011/2012;L-27;Scienze e tecnologie chimiche;M;1740
2011/2012;L-28;Scienze e tecnologie della navigazione;F;20
2011/2012;L-28;Scienze e tecnologie della navigazione;M;125
2011/2012;L-29;Scienze e tecnologie farmaceutiche;F;1704
2011/2012;L-29;Scienze e tecnologie farmaceutiche;M;487
2011/2012;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;1557
2011/2012;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;791
2011/2012;L-30;Scienze e tecnologie fisiche;F;1148
2011/2012;L-30;Scienze e tecnologie fisiche;M;1890
2011/2012;L-31;Scienze e tecnologie informatiche;F;600
2011/2012;L-31;Scienze e tecnologie informatiche;M;3852
2011/2012;L-32;Scienze e tecnologie per l'ambiente e la natura;F;2194
2011/2012;L-32;Scienze e tecnologie per l'ambiente e la natura;M;1481
2011/2012;L-33;Scienze economiche;F;4940
2011/2012;L-33;Scienze economiche;M;5780
2011/2012;L-34;Scienze geologiche;F;500
2011/2012;L-34;Scienze geologiche;M;835
2011/2012;L-35;Scienze matematiche;F;1402
2011/2012;L-35;Scienze matematiche;M;1115
2011/2012;L-36;Scienze politiche e delle relazioni internazionali;F;3884
2011/2012;L-36;Scienze politiche e delle relazioni internazionali;M;3919
2011/2012;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;309
2011/2012;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;222
2011/2012;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;1309
2011/2012;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;485
2011/2012;L-39;Servizio sociale;F;3077
2011/2012;L-39;Servizio sociale;M;300
2011/2012;L-4;Disegno industriale;F;1140
2011/2012;L-4;Disegno industriale;M;661
2011/2012;L-40;Sociologia;F;1701
2011/2012;L-40;Sociologia;M;608
2011/2012;L-41;Statistica;F;438
2011/2012;L-41;Statistica;M;524
2011/2012;L-42;Storia;F;620
2011/2012;L-42;Storia;M;920
2011/2012;L-43;Diagnostica per la conservazione dei beni culturali;F;254
2011/2012;L-43;Diagnostica per la conservazione dei beni culturali;M;82
2011/2012;L-5;Filosofia;F;1518
2011/2012;L-5;Filosofia;M;1250
2011/2012;L-6;Geografia;F;79
2011/2012;L-6;Geografia;M;75
2011/2012;L-7;Ingegneria civile e ambientale;F;2375
2011/2012;L-7;Ingegneria civile e ambientale;M;5365
2011/2012;L-8;Ingegneria dell'informazione;F;2474
2011/2012;L-8;Ingegneria dell'informazione;M;9217
2011/2012;L-9;Ingegneria industriale;F;3656
2011/2012;L-9;Ingegneria industriale;M;14416
2011/2012;LM-13;Farmacia e farmacia industriale;F;5072
2011/2012;LM-13;Farmacia e farmacia industriale;M;2136
2011/2012;LM-41;Medicina e chirurgia;F;2410
2011/2012;LM-41;Medicina e chirurgia;M;2644
2011/2012;LM-42;Medicina veterinaria;F;241
2011/2012;LM-42;Medicina veterinaria;M;150
2011/2012;LM-46;Odontoiatria e protesi dentaria;F;170
2011/2012;LM-46;Odontoiatria e protesi dentaria;M;203
2011/2012;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;1868
2011/2012;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;1541
2011/2012;LM-85 bis;Scienze della formazione primaria;F;1642
2011/2012;LM-85 bis;Scienze della formazione primaria;M;68
2011/2012;LMG/01;Magistrali in giurisprudenza;F;16933
2011/2012;LMG/01;Magistrali in giurisprudenza;M;10250
2011/2012;LMR/02;Conservazione e restauro dei beni culturali;F;17
2011/2012;LMR/02;Conservazione e restauro dei beni culturali;M;4
2011/2012;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;17
2011/2012;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;2
2011/2012;SNT2;Professioni sanitarie della riabilitazione;F;11
2011/2012;SNT2;Professioni sanitarie della riabilitazione;M;13
2011/2012;SNT3;Professioni sanitarie tecniche;F;20
2011/2012;SNT3;Professioni sanitarie tecniche;M;3
2011/2012;SNT4;Professioni sanitarie della prevenzione;F;55
2011/2012;SNT4;Professioni sanitarie della prevenzione;M;12
2010/2011;1;Biotecnologie;F;1
2010/2011;10;Ingegneria industriale;F;13
2010/2011;10;Ingegneria industriale;M;19
2010/2011;11;Lingue e culture moderne;F;3
2010/2011;12;Scienze biologiche;F;4
2010/2011;12;Scienze biologiche;M;1
2010/2011;14;Scienze della comunicazione;F;4
2010/2011;14/S;Specialistiche in farmacia e farmacia industriale;F;27
2010/2011;14/S;Specialistiche in farmacia e farmacia industriale;M;6
2010/2011;15;Scienze politiche e delle relazioni internazionali;F;49
2010/2011;15;Scienze politiche e delle relazioni internazionali;M;414
2010/2011;17;Scienze dell'economia e della gestione aziendale;F;25
2010/2011;17;Scienze dell'economia e della gestione aziendale;M;16
2010/2011;18;Scienze dell'educazione e della formazione;M;2
2010/2011;18-bis;Scienze della Formazione Primaria - Quadriennale;F;1943
2010/2011;18-bis;Scienze della Formazione Primaria - Quadriennale;M;90
2010/2011;19;Scienze dell'amministrazione;F;4
2010/2011;19;Scienze dell'amministrazione;M;1
2010/2011;2;Scienze dei servizi giuridici;F;3
2010/2011;2;Scienze dei servizi giuridici;M;2
2010/2011;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;2
2010/2011;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;1
2010/2011;21;Scienze e tecnologie chimiche;F;4
2010/2011;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;3
2010/2011;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;1
2010/2011;24;Scienze e tecnologie farmaceutiche;M;1
2010/2011;25;Scienze e tecnologie fisiche;M;1
2010/2011;26;Scienze e tecnologie informatiche;F;1
2010/2011;28;Scienze economiche;F;7
2010/2011;28;Scienze economiche;M;21
2010/2011;3;Scienze della mediazione linguistica;F;8
2010/2011;3;Scienze della mediazione linguistica;M;1
2010/2011;31;Scienze giuridiche;F;18
2010/2011;31;Scienze giuridiche;M;35
2010/2011;32;Scienze matematiche;F;4
2010/2011;32;Scienze matematiche;M;7
2010/2011;33;Scienze delle attivita motorie e sportive;F;4
2010/2011;33;Scienze delle attivita motorie e sportive;M;16
2010/2011;34;Scienze e tecniche psicologiche;F;3
2010/2011;36;Scienze sociologiche;F;1
2010/2011;36;Scienze sociologiche;M;1
2010/2011;4;Scienze dell'architettura e dell'ingegneria edile;F;2
2010/2011;4;Scienze dell'architettura e dell'ingegneria edile;M;2
2010/2011;46/S;Specialistiche in medicina e chirurgia;F;38
2010/2011;46/S;Specialistiche in medicina e chirurgia;M;16
2010/2011;47/S;Specialistiche in medicina veterinaria;F;2
2010/2011;5;Lettere;F;8
2010/2011;5;Lettere;M;1
2010/2011;52/S;Specialistiche in odontoiatria e protesi dentaria;F;2
2010/2011;52/S;Specialistiche in odontoiatria e protesi dentaria;M;10
2010/2011;6;Scienze del servizio sociale;F;2
2010/2011;8;Ingegneria civile e ambientale;F;4
2010/2011;8;Ingegneria civile e ambientale;M;20
2010/2011;9;Ingegneria dell'informazione;F;4
2010/2011;9;Ingegneria dell'informazione;M;6
2010/2011;DS1;Scienze della difesa e della sicurezza;F;76
2010/2011;DS1;Scienze della difesa e della sicurezza;M;245
2010/2011;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;970
2010/2011;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;354
2010/2011;L/SNT2;Professioni sanitarie della riabilitazione;F;80
2010/2011;L/SNT2;Professioni sanitarie della riabilitazione;M;62
2010/2011;L/SNT3;Professioni sanitarie tecniche;F;129
2010/2011;L/SNT3;Professioni sanitarie tecniche;M;78
2010/2011;L/SNT4;Professioni sanitarie della prevenzione;F;25
2010/2011;L/SNT4;Professioni sanitarie della prevenzione;M;24
2010/2011;L-1;Beni culturali;F;3416
2010/2011;L-1;Beni culturali;M;991
2010/2011;L-10;Lettere;F;4795
2010/2011;L-10;Lettere;M;1688
2010/2011;L-11;Lingue e culture moderne;F;8436
2010/2011;L-11;Lingue e culture moderne;M;2069
2010/2011;L-12;Mediazione linguistica;F;5759
2010/2011;L-12;Mediazione linguistica;M;1120
2010/2011;L-13;Scienze biologiche;F;6711
2010/2011;L-13;Scienze biologiche;M;2863
2010/2011;L-14;Scienze dei servizi giuridici;F;2016
2010/2011;L-14;Scienze dei servizi giuridici;M;1746
2010/2011;L-15;Scienze del turismo;F;1738
2010/2011;L-15;Scienze del turismo;M;598
2010/2011;L-16;Scienze dell'amministrazione e dell'organizzazione;F;1321
2010/2011;L-16;Scienze dell'amministrazione e dell'organizzazione;M;1294
2010/2011;L-17;Scienze dell'architettura;F;2099
2010/2011;L-17;Scienze dell'architettura;M;1717
2010/2011;L-18;Scienze dell'economia e della gestione aziendale;F;14644
2010/2011;L-18;Scienze dell'economia e della gestione aziendale;M;15895
2010/2011;L-19;Scienze dell'educazione e della formazione;F;9625
2010/2011;L-19;Scienze dell'educazione e della formazione;M;1046
2010/2011;L-2;Biotecnologie;F;3274
2010/2011;L-2;Biotecnologie;M;1796
2010/2011;L-20;Scienze della comunicazione;F;5318
2010/2011;L-20;Scienze della comunicazione;M;2790
2010/2011;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;420
2010/2011;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;524
2010/2011;L-22;Scienze delle attività motorie e sportive;F;1731
2010/2011;L-22;Scienze delle attività motorie e sportive;M;3666
2010/2011;L-23;Scienze e tecniche dell'edilizia;F;1093
2010/2011;L-23;Scienze e tecniche dell'edilizia;M;1671
2010/2011;L-24;Scienze e tecniche psicologiche;F;6888
2010/2011;L-24;Scienze e tecniche psicologiche;M;2094
2010/2011;L-25;Scienze e tecnologie agrarie e forestali;F;826
2010/2011;L-25;Scienze e tecnologie agrarie e forestali;M;2254
2010/2011;L-26;Scienze e tecnologie alimentari;F;1517
2010/2011;L-26;Scienze e tecnologie alimentari;M;1246
2010/2011;L-27;Scienze e tecnologie chimiche;F;1608
2010/2011;L-27;Scienze e tecnologie chimiche;M;1641
2010/2011;L-28;Scienze e tecnologie della navigazione;F;20
2010/2011;L-28;Scienze e tecnologie della navigazione;M;113
2010/2011;L-29;Scienze e tecnologie farmaceutiche;F;1813
2010/2011;L-29;Scienze e tecnologie farmaceutiche;M;638
2010/2011;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;1836
2010/2011;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;924
2010/2011;L-30;Scienze e tecnologie fisiche;F;959
2010/2011;L-30;Scienze e tecnologie fisiche;M;1747
2010/2011;L-31;Scienze e tecnologie informatiche;F;524
2010/2011;L-31;Scienze e tecnologie informatiche;M;3586
2010/2011;L-32;Scienze e tecnologie per l'ambiente e la natura;F;1656
2010/2011;L-32;Scienze e tecnologie per l'ambiente e la natura;M;1211
2010/2011;L-33;Scienze economiche;F;5221
2010/2011;L-33;Scienze economiche;M;5919
2010/2011;L-34;Scienze geologiche;F;479
2010/2011;L-34;Scienze geologiche;M;880
2010/2011;L-35;Scienze matematiche;F;1413
2010/2011;L-35;Scienze matematiche;M;1088
2010/2011;L-36;Scienze politiche e delle relazioni internazionali;F;3796
2010/2011;L-36;Scienze politiche e delle relazioni internazionali;M;4024
2010/2011;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;333
2010/2011;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;245
2010/2011;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;999
2010/2011;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;445
2010/2011;L-39;Servizio sociale;F;3202
2010/2011;L-39;Servizio sociale;M;307
2010/2011;L-4;Disegno industriale;F;1121
2010/2011;L-4;Disegno industriale;M;744
2010/2011;L-40;Sociologia;F;1735
2010/2011;L-40;Sociologia;M;716
2010/2011;L-41;Statistica;F;431
2010/2011;L-41;Statistica;M;535
2010/2011;L-42;Storia;F;598
2010/2011;L-42;Storia;M;903
2010/2011;L-43;Diagnostica per la conservazione dei beni culturali;F;343
2010/2011;L-43;Diagnostica per la conservazione dei beni culturali;M;108
2010/2011;L-5;Filosofia;F;1435
2010/2011;L-5;Filosofia;M;1131
2010/2011;L-6;Geografia;F;57
2010/2011;L-6;Geografia;M;60
2010/2011;L-7;Ingegneria civile e ambientale;F;2244
2010/2011;L-7;Ingegneria civile e ambientale;M;5622
2010/2011;L-8;Ingegneria dell'informazione;F;2337
2010/2011;L-8;Ingegneria dell'informazione;M;8984
2010/2011;L-9;Ingegneria industriale;F;3204
2010/2011;L-9;Ingegneria industriale;M;13937
2010/2011;LM-13;Farmacia e farmacia industriale;F;6272
2010/2011;LM-13;Farmacia e farmacia industriale;M;2556
2010/2011;LM-41;Medicina e chirurgia;F;2522
2010/2011;LM-41;Medicina e chirurgia;M;2639
2010/2011;LM-42;Medicina veterinaria;F;323
2010/2011;LM-42;Medicina veterinaria;M;208
2010/2011;LM-46;Odontoiatria e protesi dentaria;F;126
2010/2011;LM-46;Odontoiatria e protesi dentaria;M;239
2010/2011;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;2019
2010/2011;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;1728
2010/2011;LMG/01;Magistrali in giurisprudenza;F;17455
2010/2011;LMG/01;Magistrali in giurisprudenza;M;10569
2010/2011;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;6833
2010/2011;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3014
2010/2011;SNT2;Professioni sanitarie della riabilitazione;F;1581
2010/2011;SNT2;Professioni sanitarie della riabilitazione;M;734
2010/2011;SNT3;Professioni sanitarie tecniche;F;1290
2010/2011;SNT3;Professioni sanitarie tecniche;M;870
2010/2011;SNT4;Professioni sanitarie della prevenzione;F;306
2010/2011;SNT4;Professioni sanitarie della prevenzione;M;307
2009/2010;1;Biotecnologie;F;443
2009/2010;1;Biotecnologie;M;255
2009/2010;10;Ingegneria industriale;F;608
2009/2010;10;Ingegneria industriale;M;2686
2009/2010;11;Lingue e culture moderne;F;532
2009/2010;11;Lingue e culture moderne;M;95
2009/2010;12;Scienze biologiche;F;256
2009/2010;12;Scienze biologiche;M;95
2009/2010;13;Scienze dei beni culturali;F;189
2009/2010;13;Scienze dei beni culturali;M;78
2009/2010;14;Scienze della comunicazione;F;1446
2009/2010;14;Scienze della comunicazione;M;708
2009/2010;14/S;Specialistiche in farmacia e farmacia industriale;F;2254
2009/2010;14/S;Specialistiche in farmacia e farmacia industriale;M;888
2009/2010;15;Scienze politiche e delle relazioni internazionali;F;262
2009/2010;15;Scienze politiche e delle relazioni internazionali;M;1402
2009/2010;16;Scienze della Terra;F;11
2009/2010;16;Scienze della Terra;M;8
2009/2010;17;Scienze dell'economia e della gestione aziendale;F;1234
2009/2010;17;Scienze dell'economia e della gestione aziendale;M;1388
2009/2010;18;Scienze dell'educazione e della formazione;F;521
2009/2010;18;Scienze dell'educazione e della formazione;M;267
2009/2010;18-bis;Scienze della Formazione Primaria - Quadriennale;F;2173
2009/2010;18-bis;Scienze della Formazione Primaria - Quadriennale;M;90
2009/2010;19;Scienze dell'amministrazione;F;421
2009/2010;19;Scienze dell'amministrazione;M;342
2009/2010;2;Scienze dei servizi giuridici;F;289
2009/2010;2;Scienze dei servizi giuridici;M;262
2009/2010;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;221
2009/2010;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;305
2009/2010;21;Scienze e tecnologie chimiche;F;60
2009/2010;21;Scienze e tecnologie chimiche;M;45
2009/2010;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;121
2009/2010;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;13
2009/2010;24;Scienze e tecnologie farmaceutiche;F;827
2009/2010;24;Scienze e tecnologie farmaceutiche;M;292
2009/2010;25;Scienze e tecnologie fisiche;F;22
2009/2010;25;Scienze e tecnologie fisiche;M;42
2009/2010;26;Scienze e tecnologie informatiche;F;52
2009/2010;26;Scienze e tecnologie informatiche;M;289
2009/2010;27;Scienze e tecnologie per l'ambiente e la natura;F;72
2009/2010;27;Scienze e tecnologie per l'ambiente e la natura;M;87
2009/2010;28;Scienze economiche;F;453
2009/2010;28;Scienze economiche;M;566
2009/2010;29;Filosofia;F;109
2009/2010;29;Filosofia;M;72
2009/2010;3;Scienze della mediazione linguistica;F;465
2009/2010;3;Scienze della mediazione linguistica;M;80
2009/2010;31;Scienze giuridiche;F;106
2009/2010;31;Scienze giuridiche;M;86
2009/2010;32;Scienze matematiche;F;141
2009/2010;32;Scienze matematiche;M;90
2009/2010;33;Scienze delle attivita motorie e sportive;F;537
2009/2010;33;Scienze delle attivita motorie e sportive;M;1023
2009/2010;34;Scienze e tecniche psicologiche;F;341
2009/2010;34;Scienze e tecniche psicologiche;M;153
2009/2010;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;8
2009/2010;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;9
2009/2010;36;Scienze sociologiche;F;165
2009/2010;36;Scienze sociologiche;M;164
2009/2010;38;Scienze storiche;F;26
2009/2010;38;Scienze storiche;M;35
2009/2010;39;Scienze del turismo;F;212
2009/2010;39;Scienze del turismo;M;72
2009/2010;4;Scienze dell'architettura e dell'ingegneria edile;F;478
2009/2010;4;Scienze dell'architettura e dell'ingegneria edile;M;457
2009/2010;4/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;F;351
2009/2010;4/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;M;352
2009/2010;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;275
2009/2010;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;139
2009/2010;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;55
2009/2010;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;11
2009/2010;42;Disegno industriale;F;154
2009/2010;42;Disegno industriale;M;139
2009/2010;46/S;Specialistiche in medicina e chirurgia;F;311
2009/2010;46/S;Specialistiche in medicina e chirurgia;M;266
2009/2010;47/S;Specialistiche in medicina veterinaria;F;43
2009/2010;47/S;Specialistiche in medicina veterinaria;M;24
2009/2010;5;Lettere;F;427
2009/2010;5;Lettere;M;105
2009/2010;52/S;Specialistiche in odontoiatria e protesi dentaria;F;2
2009/2010;52/S;Specialistiche in odontoiatria e protesi dentaria;M;17
2009/2010;6;Scienze del servizio sociale;F;374
2009/2010;6;Scienze del servizio sociale;M;42
2009/2010;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;121
2009/2010;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;193
2009/2010;8;Ingegneria civile e ambientale;F;337
2009/2010;8;Ingegneria civile e ambientale;M;1032
2009/2010;9;Ingegneria dell'informazione;F;310
2009/2010;9;Ingegneria dell'informazione;M;1468
2009/2010;DS1;Scienze della difesa e della sicurezza;F;56
2009/2010;DS1;Scienze della difesa e della sicurezza;M;246
2009/2010;L-1;Beni culturali;F;3646
2009/2010;L-1;Beni culturali;M;1084
2009/2010;L-10;Lettere;F;5419
2009/2010;L-10;Lettere;M;1848
2009/2010;L-11;Lingue e culture moderne;F;7826
2009/2010;L-11;Lingue e culture moderne;M;1865
2009/2010;L-12;Mediazione linguistica;F;5337
2009/2010;L-12;Mediazione linguistica;M;1082
2009/2010;L-13;Scienze biologiche;F;7358
2009/2010;L-13;Scienze biologiche;M;2988
2009/2010;L-14;Scienze dei servizi giuridici;F;1747
2009/2010;L-14;Scienze dei servizi giuridici;M;1406
2009/2010;L-15;Scienze del turismo;F;1724
2009/2010;L-15;Scienze del turismo;M;642
2009/2010;L-16;Scienze dell'amministrazione e dell'organizzazione;F;1115
2009/2010;L-16;Scienze dell'amministrazione e dell'organizzazione;M;1026
2009/2010;L-17;Scienze dell'architettura;F;1884
2009/2010;L-17;Scienze dell'architettura;M;1654
2009/2010;L-18;Scienze dell'economia e della gestione aziendale;F;14333
2009/2010;L-18;Scienze dell'economia e della gestione aziendale;M;15204
2009/2010;L-19;Scienze dell'educazione e della formazione;F;8685
2009/2010;L-19;Scienze dell'educazione e della formazione;M;735
2009/2010;L-2;Biotecnologie;F;2420
2009/2010;L-2;Biotecnologie;M;1335
2009/2010;L-20;Scienze della comunicazione;F;3738
2009/2010;L-20;Scienze della comunicazione;M;1996
2009/2010;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;321
2009/2010;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;484
2009/2010;L-22;Scienze delle attività motorie e sportive;F;1333
2009/2010;L-22;Scienze delle attività motorie e sportive;M;2555
2009/2010;L-23;Scienze e tecniche dell'edilizia;F;1039
2009/2010;L-23;Scienze e tecniche dell'edilizia;M;1647
2009/2010;L-24;Scienze e tecniche psicologiche;F;6203
2009/2010;L-24;Scienze e tecniche psicologiche;M;1615
2009/2010;L-25;Scienze e tecnologie agrarie e forestali;F;585
2009/2010;L-25;Scienze e tecnologie agrarie e forestali;M;1959
2009/2010;L-26;Scienze e tecnologie alimentari;F;1120
2009/2010;L-26;Scienze e tecnologie alimentari;M;1174
2009/2010;L-27;Scienze e tecnologie chimiche;F;1243
2009/2010;L-27;Scienze e tecnologie chimiche;M;1413
2009/2010;L-28;Scienze e tecnologie della navigazione;F;15
2009/2010;L-28;Scienze e tecnologie della navigazione;M;101
2009/2010;L-29;Scienze e tecnologie farmaceutiche;F;1152
2009/2010;L-29;Scienze e tecnologie farmaceutiche;M;424
2009/2010;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;1972
2009/2010;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;994
2009/2010;L-30;Scienze e tecnologie fisiche;F;842
2009/2010;L-30;Scienze e tecnologie fisiche;M;1669
2009/2010;L-31;Scienze e tecnologie informatiche;F;585
2009/2010;L-31;Scienze e tecnologie informatiche;M;3363
2009/2010;L-32;Scienze e tecnologie per l'ambiente e la natura;F;1289
2009/2010;L-32;Scienze e tecnologie per l'ambiente e la natura;M;1039
2009/2010;L-33;Scienze economiche;F;4722
2009/2010;L-33;Scienze economiche;M;5412
2009/2010;L-34;Scienze geologiche;F;367
2009/2010;L-34;Scienze geologiche;M;683
2009/2010;L-35;Scienze matematiche;F;1398
2009/2010;L-35;Scienze matematiche;M;1059
2009/2010;L-36;Scienze politiche e delle relazioni internazionali;F;3755
2009/2010;L-36;Scienze politiche e delle relazioni internazionali;M;3342
2009/2010;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;324
2009/2010;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;269
2009/2010;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;676
2009/2010;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;324
2009/2010;L-39;Servizio sociale;F;3025
2009/2010;L-39;Servizio sociale;M;275
2009/2010;L-4;Disegno industriale;F;1056
2009/2010;L-4;Disegno industriale;M;704
2009/2010;L-40;Sociologia;F;1747
2009/2010;L-40;Sociologia;M;679
2009/2010;L-41;Statistica;F;445
2009/2010;L-41;Statistica;M;495
2009/2010;L-42;Storia;F;617
2009/2010;L-42;Storia;M;948
2009/2010;L-43;Diagnostica per la conservazione dei beni culturali;F;356
2009/2010;L-43;Diagnostica per la conservazione dei beni culturali;M;103
2009/2010;L-5;Filosofia;F;1400
2009/2010;L-5;Filosofia;M;1107
2009/2010;L-6;Geografia;F;99
2009/2010;L-6;Geografia;M;86
2009/2010;L-7;Ingegneria civile e ambientale;F;1951
2009/2010;L-7;Ingegneria civile e ambientale;M;4684
2009/2010;L-8;Ingegneria dell'informazione;F;1792
2009/2010;L-8;Ingegneria dell'informazione;M;7339
2009/2010;L-9;Ingegneria industriale;F;2855
2009/2010;L-9;Ingegneria industriale;M;11842
2009/2010;LM-13;Farmacia e farmacia industriale;F;4690
2009/2010;LM-13;Farmacia e farmacia industriale;M;2034
2009/2010;LM-41;Medicina e chirurgia;F;2249
2009/2010;LM-41;Medicina e chirurgia;M;2313
2009/2010;LM-42;Medicina veterinaria;F;396
2009/2010;LM-42;Medicina veterinaria;M;194
2009/2010;LM-46;Odontoiatria e protesi dentaria;F;111
2009/2010;LM-46;Odontoiatria e protesi dentaria;M;157
2009/2010;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;1671
2009/2010;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;1391
2009/2010;LMG/01;Magistrali in giurisprudenza;F;17813
2009/2010;LMG/01;Magistrali in giurisprudenza;M;11047
2009/2010;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;8162
