AnnoA;ClasseNUMERO;ClasseNOME;Sesso;Imm
2024/2025;L/DS;Scienze della difesa e della sicurezza;F;79
2024/2025;L/DS;Scienze della difesa e della sicurezza;M;226
2024/2025;L/GASTR;Scienze, culture e politiche della gastronomia;F;378
2024/2025;L/GASTR;Scienze, culture e politiche della gastronomia;M;507
2024/2025;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;10240
2024/2025;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3055
2024/2025;L/SNT2;Professioni sanitarie della riabilitazione;F;2001
2024/2025;L/SNT2;Professioni sanitarie della riabilitazione;M;1106
2024/2025;L/SNT3;Professioni sanitarie tecniche;F;1836
2024/2025;L/SNT3;Professioni sanitarie tecniche;M;1137
2024/2025;L/SNT4;Professioni sanitarie della prevenzione;F;402
2024/2025;L/SNT4;Professioni sanitarie della prevenzione;M;330
2024/2025;L-1;Beni culturali;F;3331
2024/2025;L-1;Beni culturali;M;1121
2024/2025;L-10;Lettere;F;6250
2024/2025;L-10;Lettere;M;2547
2024/2025;L-11;Lingue e culture moderne;F;7125
2024/2025;L-11;Lingue e culture moderne;M;1793
2024/2025;L-12;Mediazione linguistica;F;5033
2024/2025;L-12;Mediazione linguistica;M;1078
2024/2025;L-13;Scienze biologiche;9;1
2024/2025;L-13;Scienze biologiche;F;6969
2024/2025;L-13;Scienze biologiche;M;3021
2024/2025;L-14;Scienze dei servizi giuridici;F;5300
2024/2025;L-14;Scienze dei servizi giuridici;M;5153
2024/2025;L-15;Scienze del turismo;F;1354
2024/2025;L-15;Scienze del turismo;M;564
2024/2025;L-16;Scienze dell'amministrazione e dell'organizzazione;F;1070
2024/2025;L-16;Scienze dell'amministrazione e dell'organizzazione;M;785
2024/2025;L-17;Scienze dell'architettura;F;1814
2024/2025;L-17;Scienze dell'architettura;M;1023
2024/2025;L-18;Scienze dell'economia e della gestione aziendale;F;16884
2024/2025;L-18;Scienze dell'economia e della gestione aziendale;M;21805
2024/2025;L-19;Scienze dell'educazione e della formazione;F;15713
2024/2025;L-19;Scienze dell'educazione e della formazione;M;1116
2024/2025;L-2;Biotecnologie;F;4912
2024/2025;L-2;Biotecnologie;M;2164
2024/2025;L-20;Scienze della comunicazione;F;9082
2024/2025;L-20;Scienze della comunicazione;M;3823
2024/2025;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;230
2024/2025;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;200
2024/2025;L-22;Scienze delle attività motorie e sportive;F;4427
2024/2025;L-22;Scienze delle attività motorie e sportive;M;12049
2024/2025;L-23;Scienze e tecniche dell'edilizia;F;504
2024/2025;L-23;Scienze e tecniche dell'edilizia;M;674
2024/2025;L-24;Scienze e tecniche psicologiche;F;12208
2024/2025;L-24;Scienze e tecniche psicologiche;M;2987
2024/2025;L-25;Scienze e tecnologie agrarie e forestali;F;574
2024/2025;L-25;Scienze e tecnologie agrarie e forestali;M;1638
2024/2025;L-26;Scienze e tecnologie alimentari;F;1316
2024/2025;L-26;Scienze e tecnologie alimentari;M;1245
2024/2025;L-27;Scienze e tecnologie chimiche;F;1779
2024/2025;L-27;Scienze e tecnologie chimiche;M;1585
2024/2025;L-28;Scienze e tecnologie della navigazione;F;43
2024/2025;L-28;Scienze e tecnologie della navigazione;M;169
2024/2025;L-29;Scienze e tecnologie farmaceutiche;F;931
2024/2025;L-29;Scienze e tecnologie farmaceutiche;M;310
2024/2025;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;2606
2024/2025;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;1280
2024/2025;L-30;Scienze e tecnologie fisiche;F;1591
2024/2025;L-30;Scienze e tecnologie fisiche;M;2506
2024/2025;L-31;Scienze e tecnologie informatiche;F;1519
2024/2025;L-31;Scienze e tecnologie informatiche;M;8620
2024/2025;L-32;Scienze e tecnologie per l'ambiente e la natura;F;1566
2024/2025;L-32;Scienze e tecnologie per l'ambiente e la natura;M;1306
2024/2025;L-33;Scienze economiche;F;4923
2024/2025;L-33;Scienze economiche;M;7611
2024/2025;L-34;Scienze geologiche;F;242
2024/2025;L-34;Scienze geologiche;M;443
2024/2025;L-35;Scienze matematiche;F;1306
2024/2025;L-35;Scienze matematiche;M;1634
2024/2025;L-36;Scienze politiche e delle relazioni internazionali;F;6236
2024/2025;L-36;Scienze politiche e delle relazioni internazionali;M;4858
2024/2025;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;275
2024/2025;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;156
2024/2025;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;1169
2024/2025;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;312
2024/2025;L-39;Scienze del Servizio sociale;F;25
2024/2025;L-39;Scienze del Servizio sociale;M;3
2024/2025;L-39;Servizio sociale;F;2917
2024/2025;L-39;Servizio sociale;M;242
2024/2025;L-4;Disegno industriale;F;2610
2024/2025;L-4;Disegno industriale;M;1193
2024/2025;L-40;Sociologia;F;2310
2024/2025;L-40;Sociologia;M;651
2024/2025;L-41;Statistica;F;452
2024/2025;L-41;Statistica;M;777
2024/2025;L-42;Storia;F;933
2024/2025;L-42;Storia;M;1725
2024/2025;L-43;Diagnostica per la conservazione dei beni culturali;F;87
2024/2025;L-43;Diagnostica per la conservazione dei beni culturali;M;19
2024/2025;L-5;Filosofia;F;2616
2024/2025;L-5;Filosofia;M;2057
2024/2025;L-6;Geografia;F;35
2024/2025;L-6;Geografia;M;60
2024/2025;L-7;Ingegneria civile e ambientale;F;1438
2024/2025;L-7;Ingegneria civile e ambientale;M;3577
2024/2025;L-8;Ingegneria dell'informazione;F;4943
2024/2025;L-8;Ingegneria dell'informazione;M;14313
2024/2025;L-9;Ingegneria industriale;F;6668
2024/2025;L-9;Ingegneria industriale;M;19751
2024/2025;LM-13;Farmacia e farmacia industriale;F;4851
2024/2025;LM-13;Farmacia e farmacia industriale;M;1530
2024/2025;LM-41;Medicina e chirurgia;F;7551
2024/2025;LM-41;Medicina e chirurgia;M;4296
2024/2025;LM-42;Medicina veterinaria;F;441
2024/2025;LM-42;Medicina veterinaria;M;121
2024/2025;LM-46;Odontoiatria e protesi dentaria;F;440
2024/2025;LM-46;Odontoiatria e protesi dentaria;M;310
2024/2025;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;1931
2024/2025;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;1024
2024/2025;LM-85 bis;Scienze della formazione primaria;F;4544
2024/2025;LM-85 bis;Scienze della formazione primaria;M;242
2024/2025;LMG/01;Magistrali in giurisprudenza;F;12419
2024/2025;LMG/01;Magistrali in giurisprudenza;M;5388
2024/2025;LMR/02;Conservazione e restauro dei beni culturali;F;66
2024/2025;LMR/02;Conservazione e restauro dei beni culturali;M;11
2024/2025;L-P01;Professioni tecniche per l'edilizia e il territorio;F;69
2024/2025;L-P01;Professioni tecniche per l'edilizia e il territorio;M;268
2024/2025;L-P02;Professioni tecniche agrarie, alimentari e forestali;F;17
2024/2025;L-P02;Professioni tecniche agrarie, alimentari e forestali;M;42
2024/2025;L-P03;Professioni tecniche industriali e dell’informazione;F;28
2024/2025;L-P03;Professioni tecniche industriali e dell’informazione;M;239
2024/2025;L-Sc.Mat.;Scienze dei Materiali;F;85
2024/2025;L-Sc.Mat.;Scienze dei Materiali;M;141
2023/2024;L/DS;Scienze della difesa e della sicurezza;F;68
2023/2024;L/DS;Scienze della difesa e della sicurezza;M;208
2023/2024;L/GASTR;Scienze, culture e politiche della gastronomia;F;268
2023/2024;L/GASTR;Scienze, culture e politiche della gastronomia;M;374
2023/2024;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;9671
2023/2024;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3029
2023/2024;L/SNT2;Professioni sanitarie della riabilitazione;F;1781
2023/2024;L/SNT2;Professioni sanitarie della riabilitazione;M;931
2023/2024;L/SNT3;Professioni sanitarie tecniche;F;1579
2023/2024;L/SNT3;Professioni sanitarie tecniche;M;1012
2023/2024;L/SNT4;Professioni sanitarie della prevenzione;F;414
2023/2024;L/SNT4;Professioni sanitarie della prevenzione;M;305
2023/2024;L-1;Beni culturali;F;3379
2023/2024;L-1;Beni culturali;M;1125
2023/2024;L-10;Lettere;F;6642
2023/2024;L-10;Lettere;M;2405
2023/2024;L-11;Lingue e culture moderne;F;7890
2023/2024;L-11;Lingue e culture moderne;M;2068
2023/2024;L-12;Mediazione linguistica;F;5197
2023/2024;L-12;Mediazione linguistica;M;1261
2023/2024;L-13;Scienze biologiche;F;6871
2023/2024;L-13;Scienze biologiche;M;2887
2023/2024;L-14;Scienze dei servizi giuridici;F;4631
2023/2024;L-14;Scienze dei servizi giuridici;M;4759
2023/2024;L-15;Scienze del turismo;F;1519
2023/2024;L-15;Scienze del turismo;M;661
2023/2024;L-16;Scienze dell'amministrazione e dell'organizzazione;F;918
2023/2024;L-16;Scienze dell'amministrazione e dell'organizzazione;M;703
2023/2024;L-17;Scienze dell'architettura;F;1754
2023/2024;L-17;Scienze dell'architettura;M;1049
2023/2024;L-18;Scienze dell'economia e della gestione aziendale;F;16423
2023/2024;L-18;Scienze dell'economia e della gestione aziendale;M;21029
2023/2024;L-19;Scienze dell'educazione e della formazione;F;15444
2023/2024;L-19;Scienze dell'educazione e della formazione;M;1103
2023/2024;L-2;Biotecnologie;F;5015
2023/2024;L-2;Biotecnologie;M;1929
2023/2024;L-20;Scienze della comunicazione;F;8751
2023/2024;L-20;Scienze della comunicazione;M;3796
2023/2024;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;259
2023/2024;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;276
2023/2024;L-22;Scienze delle attività motorie e sportive;F;4188
2023/2024;L-22;Scienze delle attività motorie e sportive;M;11706
2023/2024;L-23;Scienze e tecniche dell'edilizia;F;427
2023/2024;L-23;Scienze e tecniche dell'edilizia;M;586
2023/2024;L-24;Scienze e tecniche psicologiche;F;11543
2023/2024;L-24;Scienze e tecniche psicologiche;M;2852
2023/2024;L-25;Scienze e tecnologie agrarie e forestali;F;727
2023/2024;L-25;Scienze e tecnologie agrarie e forestali;M;1760
2023/2024;L-26;Scienze e tecnologie alimentari;F;1313
2023/2024;L-26;Scienze e tecnologie alimentari;M;1247
2023/2024;L-27;Scienze e tecnologie chimiche;F;1656
2023/2024;L-27;Scienze e tecnologie chimiche;M;1649
2023/2024;L-28;Scienze e tecnologie della navigazione;F;58
2023/2024;L-28;Scienze e tecnologie della navigazione;M;201
2023/2024;L-29;Scienze e tecnologie farmaceutiche;F;967
2023/2024;L-29;Scienze e tecnologie farmaceutiche;M;387
2023/2024;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;2820
2023/2024;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;1505
2023/2024;L-30;Scienze e tecnologie fisiche;F;1363
2023/2024;L-30;Scienze e tecnologie fisiche;M;2381
2023/2024;L-31;Scienze e tecnologie informatiche;F;1673
2023/2024;L-31;Scienze e tecnologie informatiche;M;8524
2023/2024;L-32;Scienze e tecnologie per l'ambiente e la natura;F;1775
2023/2024;L-32;Scienze e tecnologie per l'ambiente e la natura;M;1331
2023/2024;L-33;Scienze economiche;F;4610
2023/2024;L-33;Scienze economiche;M;7010
2023/2024;L-34;Scienze geologiche;F;241
2023/2024;L-34;Scienze geologiche;M;541
2023/2024;L-35;Scienze matematiche;F;1491
2023/2024;L-35;Scienze matematiche;M;1602
2023/2024;L-36;Scienze politiche e delle relazioni internazionali;F;6253
2023/2024;L-36;Scienze politiche e delle relazioni internazionali;M;4566
2023/2024;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;342
2023/2024;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;146
2023/2024;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;1044
2023/2024;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;323
2023/2024;L-39;Servizio sociale;F;3148
2023/2024;L-39;Servizio sociale;M;303
2023/2024;L-4;Disegno industriale;F;2444
2023/2024;L-4;Disegno industriale;M;1221
2023/2024;L-40;Sociologia;F;2771
2023/2024;L-40;Sociologia;M;767
2023/2024;L-41;Statistica;F;544
2023/2024;L-41;Statistica;M;856
2023/2024;L-42;Storia;F;859
2023/2024;L-42;Storia;M;1690
2023/2024;L-43;Diagnostica per la conservazione dei beni culturali;F;80
2023/2024;L-43;Diagnostica per la conservazione dei beni culturali;M;20
2023/2024;L-5;Filosofia;F;2511
2023/2024;L-5;Filosofia;M;1835
2023/2024;L-6;Geografia;F;43
2023/2024;L-6;Geografia;M;65
2023/2024;L-7;Ingegneria civile e ambientale;F;1468
2023/2024;L-7;Ingegneria civile e ambientale;M;3547
2023/2024;L-8;Ingegneria dell'informazione;F;4441
2023/2024;L-8;Ingegneria dell'informazione;M;13701
2023/2024;L-9;Ingegneria industriale;F;5943
2023/2024;L-9;Ingegneria industriale;M;18208
2023/2024;LM-13;Farmacia e farmacia industriale;F;5083
2023/2024;LM-13;Farmacia e farmacia industriale;M;1654
2023/2024;LM-41;Medicina e chirurgia;F;5929
2023/2024;LM-41;Medicina e chirurgia;M;4282
2023/2024;LM-42;Medicina veterinaria;F;346
2023/2024;LM-42;Medicina veterinaria;M;128
2023/2024;LM-46;Odontoiatria e protesi dentaria;F;319
2023/2024;LM-46;Odontoiatria e protesi dentaria;M;318
2023/2024;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;1819
2023/2024;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;970
2023/2024;LM-85 bis;Scienze della formazione primaria;F;3961
2023/2024;LM-85 bis;Scienze della formazione primaria;M;198
2023/2024;LMG/01;Magistrali in giurisprudenza;F;11957
2023/2024;LMG/01;Magistrali in giurisprudenza;M;5389
2023/2024;LMR/02;Conservazione e restauro dei beni culturali;F;61
2023/2024;LMR/02;Conservazione e restauro dei beni culturali;M;9
2023/2024;L-P01;Professioni tecniche per l'edilizia e il territorio;F;51
2023/2024;L-P01;Professioni tecniche per l'edilizia e il territorio;M;210
2023/2024;L-P02;Professioni tecniche agrarie, alimentari e forestali;F;24
2023/2024;L-P02;Professioni tecniche agrarie, alimentari e forestali;M;55
2023/2024;L-P03;Professioni tecniche industriali e dell’informazione;F;27
2023/2024;L-P03;Professioni tecniche industriali e dell’informazione;M;187
2023/2024;L-Sc.Mat.;Scienze dei Materiali;F;60
2023/2024;L-Sc.Mat.;Scienze dei Materiali;M;134
2022/2023;L/DS;Scienze della difesa e della sicurezza;F;55
2022/2023;L/DS;Scienze della difesa e della sicurezza;M;202
2022/2023;L/GASTR;Scienze, culture e politiche della gastronomia;F;317
2022/2023;L/GASTR;Scienze, culture e politiche della gastronomia;M;403
2022/2023;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;9524
2022/2023;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3120
2022/2023;L/SNT2;Professioni sanitarie della riabilitazione;F;1596
2022/2023;L/SNT2;Professioni sanitarie della riabilitazione;M;887
2022/2023;L/SNT3;Professioni sanitarie tecniche;F;1506
2022/2023;L/SNT3;Professioni sanitarie tecniche;M;955
2022/2023;L/SNT4;Professioni sanitarie della prevenzione;F;361
2022/2023;L/SNT4;Professioni sanitarie della prevenzione;M;301
2022/2023;L-1;Beni culturali;F;3504
2022/2023;L-1;Beni culturali;M;1130
2022/2023;L-10;Lettere;F;6644
2022/2023;L-10;Lettere;M;2389
2022/2023;L-11;Lingue e culture moderne;F;7822
2022/2023;L-11;Lingue e culture moderne;M;2037
2022/2023;L-12;Mediazione linguistica;F;5188
2022/2023;L-12;Mediazione linguistica;M;1166
2022/2023;L-13;Scienze biologiche;F;8002
2022/2023;L-13;Scienze biologiche;M;3214
2022/2023;L-14;Scienze dei servizi giuridici;F;4529
2022/2023;L-14;Scienze dei servizi giuridici;M;4380
2022/2023;L-15;Scienze del turismo;F;1438
2022/2023;L-15;Scienze del turismo;M;527
2022/2023;L-16;Scienze dell'amministrazione e dell'organizzazione;F;964
2022/2023;L-16;Scienze dell'amministrazione e dell'organizzazione;M;743
2022/2023;L-17;Scienze dell'architettura;F;1716
2022/2023;L-17;Scienze dell'architettura;M;1054
2022/2023;L-18;Scienze dell'economia e della gestione aziendale;F;16179
2022/2023;L-18;Scienze dell'economia e della gestione aziendale;M;20762
2022/2023;L-19;Scienze dell'educazione e della formazione;F;11870
2022/2023;L-19;Scienze dell'educazione e della formazione;M;854
2022/2023;L-2;Biotecnologie;F;4816
2022/2023;L-2;Biotecnologie;M;1969
2022/2023;L-20;Scienze della comunicazione;F;8881
2022/2023;L-20;Scienze della comunicazione;M;3821
2022/2023;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;243
2022/2023;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;254
2022/2023;L-22;Scienze delle attività motorie e sportive;F;3665
2022/2023;L-22;Scienze delle attività motorie e sportive;M;10167
2022/2023;L-23;Scienze e tecniche dell'edilizia;F;397
2022/2023;L-23;Scienze e tecniche dell'edilizia;M;585
2022/2023;L-24;Scienze e tecniche psicologiche;F;11828
2022/2023;L-24;Scienze e tecniche psicologiche;M;3208
2022/2023;L-25;Scienze e tecnologie agrarie e forestali;F;724
2022/2023;L-25;Scienze e tecnologie agrarie e forestali;M;1876
2022/2023;L-26;Scienze e tecnologie alimentari;F;1101
2022/2023;L-26;Scienze e tecnologie alimentari;M;1113
2022/2023;L-27;Scienze e tecnologie chimiche;F;2004
2022/2023;L-27;Scienze e tecnologie chimiche;M;1804
2022/2023;L-28;Scienze e tecnologie della navigazione;F;65
2022/2023;L-28;Scienze e tecnologie della navigazione;M;200
2022/2023;L-29;Scienze e tecnologie farmaceutiche;F;1218
2022/2023;L-29;Scienze e tecnologie farmaceutiche;M;428
2022/2023;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;2938
2022/2023;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;1424
2022/2023;L-30;Scienze e tecnologie fisiche;F;1259
2022/2023;L-30;Scienze e tecnologie fisiche;M;2313
2022/2023;L-31;Scienze e tecnologie informatiche;F;1408
2022/2023;L-31;Scienze e tecnologie informatiche;M;7786
2022/2023;L-32;Scienze e tecnologie per l'ambiente e la natura;F;1884
2022/2023;L-32;Scienze e tecnologie per l'ambiente e la natura;M;1537
2022/2023;L-33;Scienze economiche;F;4646
2022/2023;L-33;Scienze economiche;M;7299
2022/2023;L-34;Scienze geologiche;F;262
2022/2023;L-34;Scienze geologiche;M;494
2022/2023;L-35;Scienze matematiche;F;1612
2022/2023;L-35;Scienze matematiche;M;1711
2022/2023;L-36;Scienze politiche e delle relazioni internazionali;F;5927
2022/2023;L-36;Scienze politiche e delle relazioni internazionali;M;4446
2022/2023;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;339
2022/2023;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;151
2022/2023;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;1144
2022/2023;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;390
2022/2023;L-39;Servizio sociale;F;3013
2022/2023;L-39;Servizio sociale;M;288
2022/2023;L-4;Disegno industriale;F;2511
2022/2023;L-4;Disegno industriale;M;1212
2022/2023;L-40;Sociologia;F;2181
2022/2023;L-40;Sociologia;M;703
2022/2023;L-41;Statistica;F;615
2022/2023;L-41;Statistica;M;984
2022/2023;L-42;Storia;F;945
2022/2023;L-42;Storia;M;1650
2022/2023;L-43;Diagnostica per la conservazione dei beni culturali;F;98
2022/2023;L-43;Diagnostica per la conservazione dei beni culturali;M;19
2022/2023;L-5;Filosofia;F;2370
2022/2023;L-5;Filosofia;M;1824
2022/2023;L-6;Geografia;F;53
2022/2023;L-6;Geografia;M;52
2022/2023;L-7;Ingegneria civile e ambientale;F;1340
2022/2023;L-7;Ingegneria civile e ambientale;M;3264
2022/2023;L-8;Ingegneria dell'informazione;F;4113
2022/2023;L-8;Ingegneria dell'informazione;M;13086
2022/2023;L-9;Ingegneria industriale;F;5873
2022/2023;L-9;Ingegneria industriale;M;18448
2022/2023;LM-13;Farmacia e farmacia industriale;F;4963
2022/2023;LM-13;Farmacia e farmacia industriale;M;1753
2022/2023;LM-41;Medicina e chirurgia;F;4115
2022/2023;LM-41;Medicina e chirurgia;M;3165
2022/2023;LM-42;Medicina veterinaria;F;235
2022/2023;LM-42;Medicina veterinaria;M;117
2022/2023;LM-46;Odontoiatria e protesi dentaria;F;262
2022/2023;LM-46;Odontoiatria e protesi dentaria;M;273
2022/2023;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;1636
2022/2023;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;924
2022/2023;LM-85 bis;Scienze della formazione primaria;F;3415
2022/2023;LM-85 bis;Scienze della formazione primaria;M;212
2022/2023;LMG/01;Magistrali in giurisprudenza;F;11619
2022/2023;LMG/01;Magistrali in giurisprudenza;M;5535
2022/2023;LMR/02;Conservazione e restauro dei beni culturali;F;53
2022/2023;LMR/02;Conservazione e restauro dei beni culturali;M;5
2022/2023;L-P01;Professioni tecniche per l'edilizia e il territorio;F;61
2022/2023;L-P01;Professioni tecniche per l'edilizia e il territorio;M;158
2022/2023;L-P02;Professioni tecniche agrarie, alimentari e forestali;F;43
2022/2023;L-P02;Professioni tecniche agrarie, alimentari e forestali;M;94
2022/2023;L-P03;Professioni tecniche industriali e dell’informazione;F;18
2022/2023;L-P03;Professioni tecniche industriali e dell’informazione;M;194
2022/2023;L-Sc.Mat.;Scienze dei Materiali;F;16
2022/2023;L-Sc.Mat.;Scienze dei Materiali;M;25
2021/2022;46/S;Specialistiche in medicina e chirurgia;M;1
2021/2022;L/DS;Scienze della difesa e della sicurezza;F;79
2021/2022;L/DS;Scienze della difesa e della sicurezza;M;252
2021/2022;L/GASTR;Scienze, culture e politiche della gastronomia;F;383
2021/2022;L/GASTR;Scienze, culture e politiche della gastronomia;M;455
2021/2022;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;8856
2021/2022;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3025
2021/2022;L/SNT2;Professioni sanitarie della riabilitazione;F;1520
2021/2022;L/SNT2;Professioni sanitarie della riabilitazione;M;730
2021/2022;L/SNT3;Professioni sanitarie tecniche;F;1418
2021/2022;L/SNT3;Professioni sanitarie tecniche;M;866
2021/2022;L/SNT4;Professioni sanitarie della prevenzione;F;415
2021/2022;L/SNT4;Professioni sanitarie della prevenzione;M;319
2021/2022;L-1;Beni culturali;F;3699
2021/2022;L-1;Beni culturali;M;1115
2021/2022;L-10;Lettere;F;6366
2021/2022;L-10;Lettere;M;2239
2021/2022;L-11;Lingue e culture moderne;F;8338
2021/2022;L-11;Lingue e culture moderne;M;2161
2021/2022;L-12;Mediazione linguistica;F;6511
2021/2022;L-12;Mediazione linguistica;M;1407
2021/2022;L-13;Scienze biologiche;F;7627
2021/2022;L-13;Scienze biologiche;M;3077
2021/2022;L-14;Scienze dei servizi giuridici;F;4189
2021/2022;L-14;Scienze dei servizi giuridici;M;4046
2021/2022;L-15;Scienze del turismo;F;1400
2021/2022;L-15;Scienze del turismo;M;537
2021/2022;L-16;Scienze dell'amministrazione e dell'organizzazione;F;1090
2021/2022;L-16;Scienze dell'amministrazione e dell'organizzazione;M;763
2021/2022;L-17;Scienze dell'architettura;F;1584
2021/2022;L-17;Scienze dell'architettura;M;1026
2021/2022;L-18;Scienze dell'economia e della gestione aziendale;F;15177
2021/2022;L-18;Scienze dell'economia e della gestione aziendale;M;20191
2021/2022;L-19;Scienze dell'educazione e della formazione;F;11723
2021/2022;L-19;Scienze dell'educazione e della formazione;M;804
2021/2022;L-2;Biotecnologie;F;5336
2021/2022;L-2;Biotecnologie;M;2352
2021/2022;L-20;Scienze della comunicazione;F;8511
2021/2022;L-20;Scienze della comunicazione;M;3806
2021/2022;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;225
2021/2022;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;231
2021/2022;L-22;Scienze delle attività motorie e sportive;F;3306
2021/2022;L-22;Scienze delle attività motorie e sportive;M;9300
2021/2022;L-23;Scienze e tecniche dell'edilizia;F;357
2021/2022;L-23;Scienze e tecniche dell'edilizia;M;550
2021/2022;L-24;Scienze e tecniche psicologiche;F;10049
2021/2022;L-24;Scienze e tecniche psicologiche;M;2691
2021/2022;L-25;Scienze e tecnologie agrarie e forestali;F;829
2021/2022;L-25;Scienze e tecnologie agrarie e forestali;M;2272
2021/2022;L-26;Scienze e tecnologie alimentari;F;1177
2021/2022;L-26;Scienze e tecnologie alimentari;M;1070
2021/2022;L-27;Scienze e tecnologie chimiche;F;1932
2021/2022;L-27;Scienze e tecnologie chimiche;M;1826
2021/2022;L-28;Scienze e tecnologie della navigazione;F;72
2021/2022;L-28;Scienze e tecnologie della navigazione;M;216
2021/2022;L-29;Scienze e tecnologie farmaceutiche;F;1265
2021/2022;L-29;Scienze e tecnologie farmaceutiche;M;426
2021/2022;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;2729
2021/2022;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;1337
2021/2022;L-30;Scienze e tecnologie fisiche;F;1255
2021/2022;L-30;Scienze e tecnologie fisiche;M;2239
2021/2022;L-31;Scienze e tecnologie informatiche;F;1285
2021/2022;L-31;Scienze e tecnologie informatiche;M;7683
2021/2022;L-32;Scienze e tecnologie per l'ambiente e la natura;F;2115
2021/2022;L-32;Scienze e tecnologie per l'ambiente e la natura;M;1642
2021/2022;L-33;Scienze economiche;F;4956
2021/2022;L-33;Scienze economiche;M;7474
2021/2022;L-34;Scienze geologiche;F;289
2021/2022;L-34;Scienze geologiche;M;466
2021/2022;L-35;Scienze matematiche;F;1466
2021/2022;L-35;Scienze matematiche;M;1501
2021/2022;L-36;Scienze politiche e delle relazioni internazionali;F;5572
2021/2022;L-36;Scienze politiche e delle relazioni internazionali;M;4170
2021/2022;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;415
2021/2022;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;182
2021/2022;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;1157
2021/2022;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;428
2021/2022;L-39;Servizio sociale;F;3297
2021/2022;L-39;Servizio sociale;M;313
2021/2022;L-4;Disegno industriale;F;2127
2021/2022;L-4;Disegno industriale;M;1139
2021/2022;L-40;Sociologia;F;2376
2021/2022;L-40;Sociologia;M;776
2021/2022;L-41;Statistica;F;558
2021/2022;L-41;Statistica;M;966
2021/2022;L-42;Storia;F;964
2021/2022;L-42;Storia;M;1461
2021/2022;L-43;Diagnostica per la conservazione dei beni culturali;F;131
2021/2022;L-43;Diagnostica per la conservazione dei beni culturali;M;22
2021/2022;L-5;Filosofia;F;1966
2021/2022;L-5;Filosofia;M;1727
2021/2022;L-6;Geografia;F;63
2021/2022;L-6;Geografia;M;77
2021/2022;L-7;Ingegneria civile e ambientale;F;1298
2021/2022;L-7;Ingegneria civile e ambientale;M;3457
2021/2022;L-8;Ingegneria dell'informazione;F;3699
2021/2022;L-8;Ingegneria dell'informazione;M;12861
2021/2022;L-9;Ingegneria industriale;F;6092
2021/2022;L-9;Ingegneria industriale;M;18860
2021/2022;LM-13;Farmacia e farmacia industriale;F;5044
